x_values,temperature,ligth
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,26.512937366159598,86.12833505589998
20,26.512937366159598,86.12833505589998
21,27.654499835698214,85.57266837812
22,27.654499835698214,85.57266837812
23,27.654499835698214,85.01700170034
24,27.654499835698214,85.01700170034
25,27.08382590475796,83.350001667
26,27.08382590475796,83.350001667
27,27.08382590475796,85.85050171701
28,27.08382590475796,85.85050171701
29,25.370515496337447,86.68400173367999
30,25.370515496337447,86.68400173367999
31,25.941833977604137,88.35100176702001
32,25.941833977604137,88.35100176702001
33,29.935054312939183,87.51750175035
34,29.935054312939183,87.51750175035
35,29.935054312939183,87.51750175035
36,29.935054312939183,87.51750175035
37,29.935054312939183,87.51750175035
38,29.935054312939183,87.51750175035
39,29.935054312939183,87.51750175035
40,29.935054312939183,87.51750175035
41,27.654499835698214,3.05616672779
42,27.654499835698214,3.05616672779
43,27.654499835698214,4.44533342224
44,27.654499835698214,4.44533342224
45,26.512937366159598,3.8896667444599995
46,26.512937366159598,3.8896667444599995
47,27.08382590475796,3.61183340557
48,27.08382590475796,3.61183340557
49,27.08382590475796,3.33400006668
50,27.08382590475796,3.33400006668
51,29.935054312939183,2.5005000500100003
52,29.935054312939183,2.5005000500100003
53,29.365236398732915,0.0
54,29.365236398732915,0.0
55,29.365236398732915,4.167500083349999
56,29.365236398732915,4.167500083349999
57,27.654499835698214,3.8896667444599995
58,27.654499835698214,3.8896667444599995
59,27.08382590475796,3.33400006668
60,27.08382590475796,3.33400006668
61,27.08382590475796,4.167500083349999
62,27.08382590475796,4.167500083349999
63,28.224959400823256,4.167500083349999
64,28.224959400823256,4.167500083349999
65,27.08382590475796,3.61183340557
66,27.08382590475796,3.61183340557
67,27.654499835698214,4.167500083349999
68,27.654499835698214,4.167500083349999
69,27.08382590475796,4.167500083349999
70,27.08382590475796,4.167500083349999
71,27.654499835698214,3.8896667444599995
72,27.654499835698214,3.8896667444599995
73,27.654499835698214,4.167500083349999
74,27.654499835698214,4.167500083349999
75,27.08382590475796,4.167500083349999
76,27.08382590475796,4.167500083349999
77,28.224959400823256,4.167500083349999
78,28.224959400823256,4.167500083349999
79,28.224959400823256,3.61183340557
80,28.224959400823256,3.61183340557
81,28.224959400823256,4.167500083349999
82,28.224959400823256,4.167500083349999
83,27.08382590475796,4.72316676113
84,27.08382590475796,4.72316676113
85,28.224959400823256,3.8896667444599995
86,28.224959400823256,3.8896667444599995
87,27.08382590475796,4.44533342224
88,27.08382590475796,4.44533342224
89,27.654499835698214,4.167500083349999
90,27.654499835698214,4.167500083349999
91,27.654499835698214,4.44533342224
92,27.654499835698214,4.44533342224
93,27.08382590475796,4.167500083349999
94,27.08382590475796,4.167500083349999
95,27.654499835698214,3.61183340557
96,27.654499835698214,3.61183340557
97,27.08382590475796,4.72316676113
98,27.08382590475796,4.72316676113
99,27.654499835698214,4.44533342224
100,27.654499835698214,4.44533342224
